2018;08;11;05;00;17.25;60.00;1017.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.10;37.18;32.33;37.76;7.41;119.05;24.48
2018;08;11;06;00;17.30;63.00;1017.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.75;49.97;28.62;39.90;9.83;81.57;16.56
2018;08;11;07;00;16.96;67.00;1018.20;0.00;0.00;0.00;0.00;0.00;0.00;14.36;0.89;12.39;54.46;31.36;48.26;12.40;64.18;10.80
2018;08;11;08;00;21.17;52.00;1018.10;0.00;0.00;0.00;0.00;0.00;0.00;60.00;102.35;11.71;45.00;24.65;61.19;14.04;67.38;14.40
2018;08;11;09;00;27.54;35.00;1018.10;0.00;0.00;0.00;0.00;0.00;0.00;60.00;291.03;9.69;74.93;9.96;77.47;16.62;85.03;11.52
2018;08;11;10;00;29.77;37.00;1018.40;0.00;0.00;0.00;0.00;0.00;0.00;60.00;474.37;9.00;143.13;9.59;145.71;19.91;102.53;11.52
2018;08;11;11;00;30.29;39.00;1018.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;633.68;9.47;171.25;9.26;166.50;26.26;118.67;14.04
2018;08;11;12;00;30.42;40.00;1017.90;0.00;0.00;0.00;0.00;0.00;0.00;60.00;764.51;11.79;192.34;12.07;190.30;33.70;113.28;16.56
2018;08;11;13;00;29.11;55.00;1018.60;0.00;0.00;0.00;0.00;0.00;0.00;60.00;847.28;15.48;178.67;16.62;175.03;17.73;77.09;17.64
2018;08;11;14;00;29.10;57.00;1018.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;880.21;13.78;199.86;14.84;194.04;17.11;75.38;15.84
2018;08;11;15;00;29.54;56.00;1017.80;0.00;0.00;0.00;0.00;0.00;0.00;60.00;860.63;12.74;222.71;12.68;214.59;16.17;73.18;15.12
2018;08;11;16;00;30.15;55.00;1017.50;0.00;0.00;0.00;0.00;0.00;0.00;60.00;790.32;11.49;237.80;10.46;229.18;14.62;80.07;12.96
2018;08;11;17;00;31.12;50.00;1016.80;0.00;0.00;0.00;0.00;0.00;0.00;60.00;676.40;10.24;259.88;9.11;251.57;10.09;87.95;11.16
2018;08;11;18;00;31.94;40.00;1016.10;0.00;0.00;0.00;0.00;0.00;0.00;60.00;525.10;15.70;306.61;15.91;307.65;6.52;96.34;20.52
2018;08;11;19;00;30.53;32.00;1016.10;0.00;0.00;0.00;0.00;0.00;0.00;60.00;347.99;20.59;323.53;23.57;325.58;8.21;74.74;16.92
2018;08;11;20;00;28.38;30.00;1016.20;0.00;0.00;0.00;0.00;0.00;0.00;60.00;160.20;16.92;330.71;22.54;333.43;9.45;40.36;17.28
2018;08;11;21;00;25.37;32.00;1016.10;0.00;0.00;3.00;10.00;0.00;0.00;32.08;13.35;12.98;356.82;23.83;4.33;10.32;29.25;20.52
2018;08;11;22;00;22.69;37.00;1016.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.11;355.91;21.29;3.88;12.98;56.31;28.44
2018;08;11;23;00;22.43;32.00;1016.20;0.00;0.00;8.70;29.00;0.00;0.00;0.00;0.00;9.01;2.29;18.36;11.31;11.11;65.10;28.44
2018;08;12;00;00;23.02;29.00;1016.20;0.00;0.00;9.30;31.00;0.00;0.00;0.00;0.00;8.56;14.62;16.06;19.65;8.05;63.43;9.36
2018;08;12;01;00;22.70;33.00;1016.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.49;35.22;16.90;26.57;7.64;81.87;14.76
2018;08;12;02;00;20.82;54.00;1016.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.57;19.80;14.81;25.94;7.20;126.87;15.84
2018;08;12;03;00;21.41;49.00;1015.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.50;36.38;11.30;37.23;5.86;137.49;11.16
2018;08;12;04;00;20.68;49.00;1015.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.79;36.03;11.44;28.18;4.33;138.37;10.44
2018;08;12;05;00;20.47;47.00;1015.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.38;33.69;11.44;28.18;2.55;135.00;9.72
2018;08;12;06;00;20.15;49.00;1015.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.96;40.60;11.09;35.75;0.72;90.00;9.72
2018;08;12;07;00;19.73;50.00;1015.00;0.00;0.00;0.00;0.00;0.00;0.00;13.51;0.00;9.67;45.00;11.59;36.16;2.41;26.57;8.28
2018;08;12;08;00;22.84;41.00;1015.40;0.00;0.00;0.00;0.00;0.00;0.00;60.00;98.79;6.37;42.71;7.42;22.83;3.98;5.19;3.96
2018;08;12;09;00;26.91;32.00;1015.70;0.00;0.00;0.00;0.00;0.00;0.00;60.00;287.47;0.80;26.57;1.08;360.00;4.33;355.24;5.40
2018;08;12;10;00;28.16;32.00;1015.70;0.00;0.00;0.00;0.00;0.00;0.00;60.00;473.48;6.70;216.25;7.42;219.09;3.88;338.20;9.00
2018;08;12;11;00;27.59;39.00;1016.10;0.00;0.00;0.00;0.00;0.00;0.00;60.00;636.35;11.75;220.03;11.75;220.03;5.01;338.96;11.16
2018;08;12;12;00;28.52;36.00;1016.10;0.00;0.00;0.00;0.00;0.00;0.00;60.00;768.07;14.51;223.99;14.51;226.01;7.42;345.96;15.84
2018;08;12;13;00;29.72;33.00;1015.90;0.00;0.00;0.00;0.00;0.00;0.00;60.00;856.18;16.36;219.64;17.65;219.21;9.78;353.66;19.08
2018;08;12;14;00;32.32;32.00;1015.20;0.00;0.00;0.00;0.00;0.00;0.00;60.00;892.67;14.90;232.85;16.09;229.54;9.47;351.25;13.32
2018;08;12;15;00;35.40;22.00;1014.70;0.00;0.00;0.00;0.00;0.00;0.00;60.00;873.09;18.72;307.97;22.15;314.34;13.76;317.12;15.12
2018;08;12;16;00;34.18;22.00;1014.30;0.00;0.00;0.00;0.00;0.00;0.00;60.00;804.56;27.73;330.44;31.72;332.27;13.32;341.08;28.44
2018;08;12;17;00;32.16;26.00;1014.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;688.86;28.02;339.70;31.42;341.98;11.04;340.97;29.16
2018;08;12;18;00;29.99;35.00;1014.10;0.00;0.00;0.00;0.00;0.00;0.00;60.00;533.11;27.25;344.68;30.04;346.13;13.78;326.73;29.52
2018;08;12;19;00;27.14;49.00;1014.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;351.55;24.99;348.37;28.24;348.98;12.03;308.93;31.68
2018;08;12;20;00;24.06;61.00;1014.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;160.20;23.54;353.85;27.09;355.43;13.90;286.56;20.52
2018;08;12;21;00;20.67;76.00;1014.60;0.00;0.00;0.00;0.00;0.00;0.00;31.97;12.46;19.11;356.76;20.89;358.03;16.86;286.11;15.84
2018;08;12;22;00;19.81;79.00;1015.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;17.67;3.50;18.42;4.48;17.46;284.32;15.84
2018;08;12;23;00;19.28;81.00;1014.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;17.52;9.46;18.71;11.09;16.17;281.56;11.88
